,sa2_2021,averaged_total_liveability_score,num,SA2_NAME21
0,207031163,0.7203459131360841,206,Box Hill
1,206071142,0.7059840495997091,266,Fitzroy
2,208011169,0.6993427118731822,317,Brighton (Vic.)
3,213031348,0.6967785288486245,286,Footscray
4,213021346,0.6947230309722724,357,Williamstown
5,207011520,0.6828946345665857,138,Hawthorn - South
6,213021343,0.6818384425509192,197,Altona North
7,209021428,0.6775611199709862,220,Preston - East
8,217031471,0.675857695867752,39,Camperdown
9,208011173,0.6746720270367965,277,Sandringham - Black Rock
10,208031193,0.672533949215178,269,Mordialloc - Parkdale
11,206031115,0.6632247001208601,168,Flemington
12,208041194,0.6617619341381037,351,Malvern - Glen Iris
13,202031033,0.6600479895795829,8,Loddon
14,213031352,0.6577196606405946,356,Yarraville
15,215011391,0.6534145695473864,6,St Arnaud
16,206051128,0.6528291355513757,313,Albert Park
17,208031190,0.652077771088285,237,Mentone
18,213021341,0.6515287227057218,192,Altona
19,209011198,0.6498060212700423,224,Heidelberg - Rosanna
20,207011521,0.6476918927941312,117,Kew - South
21,212051568,0.6474025884503856,169,Clayton - Central
22,206011496,0.6463302192703468,136,Brunswick - South
23,215031400,0.6411965132848592,15,Buloke
24,210051242,0.6379162849335733,131,Broadmeadows
25,206041117,0.6357675531762953,205,Carlton
26,217031474,0.6334895913083183,30,Corangamite - North
27,206031116,0.6314380159661291,224,Moonee Ponds
28,206021499,0.62893273324073,172,Northcote - East
29,206031502,0.628400611720481,203,Essendon - East
30,206071518,0.6246131491981967,137,Richmond - North
31,209031210,0.6242348540810541,16,Hurstbridge
32,207011147,0.6179563455113755,210,Balwyn
33,208021178,0.6165981963404585,168,Caulfield - South
34,213021344,0.6165715903992934,370,Newport
35,209011200,0.6132921818363237,180,Ivanhoe
36,210031536,0.6126747316118893,56,Glenroy - West
37,206021500,0.608509162724571,139,Northcote - West
38,215031402,0.6080826429151786,24,Kerang
39,215011392,0.6080743084255741,53,Stawell
40,205051104,0.6072314626124824,14,Yarram
41,206071145,0.6069599911189484,229,Clifton Hill - Alphington
42,216021411,0.606538493806176,33,Cobram
43,204031068,0.6063302805366181,47,Beechworth
44,215011390,0.6057714957312708,25,Nhill Region
45,207011154,0.6049406461923562,67,Kew East
46,207011155,0.6047736851592054,180,Surrey Hills (West) - Canterbury
47,206051129,0.602155614731477,298,Elwood
48,207011146,0.5991076803671422,119,Ashburton (Vic.)
49,207011149,0.598225833268274,267,Camberwell
